Age,Height,Weight,Sex,Year,Season,City,Sport,Medal,AOS,AOE
27,194,90,F,2012,Summer,Beijing,Equestrianism,Thanks,1,1
28,174,71,M,2016,Summer,Rio de Janeiro,Canoeing,Thanks,1,1
28,175,62,M,2008,Summer,Rio de Janeiro,Boxing,Thanks,1,1
21,177,67,M,1984,Summer,London,Athletics,Thanks,1,1
32,181,80,M,2016,Summer,Atlanta,Athletics,Thanks,1,2
29,159,39,M,2008,Summer,Mexico City,Shooting,Thanks,1,2
23,170,42,M,1968,Summer,Mexico City,Athletics,Thanks,1,1
32,159,58,M,1976,Summer,Athina,Cycling,Thanks,1,1
26,172,57,M,1996,Summer,Lillehammer,Badminton,Thanks,1,1
26,179,64,M,2004,Winter,Athina,Athletics,Thanks,1,1
17,173,76,M,1984,Summer,Vancouver,Athletics,Thanks,1,2
27,162,64,M,1996,Summer,Athina,Athletics,Thanks,1,1
34,173,69,M,1996,Summer,Atlanta,Curling,Thanks,1,4
34,188,77,M,2000,Summer,Sydney,Volleyball,Thanks,1,2
37,179,84,M,2012,Summer,London,Shooting,Thanks,1,2
31,197,83,M,2000,Summer,Sydney,Biathlon,Thanks,1,1
33,183,84,M,2008,Summer,Beijing,Boxing,Thanks,1,1
31,183,85,M,1948,Summer,London,Fencing,Thanks,1,1
20,177,51,M,1988,Summer,London,Athletics,Thanks,1,1
37,183,97,M,1996,Summer,Atlanta,Handball,Thanks,1,4
22,174,76,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,2
31,176,74,M,1976,Summer,Barcelona,Football,Thanks,1,1
30,175,62,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,4
26,176,72,F,1968,Summer,Mexico City,Athletics,Thanks,1,3
35,174,68,M,1976,Summer,St. Louis,Football,Thanks,1,2
24,177,77,M,1988,Summer,Roma,Athletics,Thanks,1,2
27,190,77,M,1996,Summer,Roma,Handball,Thanks,1,1
27,174,55,M,2004,Summer,Rio de Janeiro,Athletics,Thanks,1,2
24,176,75,M,1968,Summer,Atlanta,Athletics,Thanks,1,1
35,178,86,M,1976,Summer,Atlanta,Handball,Thanks,1,1
21,174,51,M,1948,Summer,Helsinki,Athletics,Thanks,1,1
26,173,72,F,1976,Winter,Stockholm,Weightlifting,Thanks,1,1
35,183,85,M,2012,Summer,Amsterdam,Equestrianism,Thanks,1,1
35,165,54,F,1976,Summer,Tokyo,Athletics,Thanks,1,2
32,192,88,M,2012,Summer,Atlanta,Equestrianism,Thanks,1,3
26,190,87,M,2012,Summer,Roma,Athletics,Thanks,1,1
23,188,88,M,1952,Summer,Mexico City,Athletics,Thanks,1,1
33,190,73,M,2012,Summer,Amsterdam,Athletics,Thanks,1,1
27,190,77,M,1928,Summer,Chamonix,Wrestling,Thanks,1,1
25,196,84,M,1952,Summer,Barcelona,Handball,Thanks,1,1
30,187,79,F,2016,Winter,Montreal,Athletics,Thanks,1,1
27,176,72,F,2008,Summer,Calgary,Sailing,Thanks,1,1
30,183,80,F,1996,Summer,Atlanta,Handball,Thanks,1,1
24,160,76,M,1984,Summer,Rio de Janeiro,Football,Gold,1,2
32,186,92,M,1976,Winter,Montreal,Bobsleigh,Thanks,1,1
19,176,46,M,2000,Summer,Mexico City,Athletics,Thanks,1,1
39,184,78,M,2014,Summer,London,Rowing,Thanks,1,1
28,182,71,F,2006,Summer,Mexico City,Boxing,Thanks,1,1
33,180,69,M,1948,Summer,London,Athletics,Thanks,1,1
26,182,78,M,2008,Summer,Roma,Shooting,Thanks,1,1
30,182,81,M,1988,Summer,Beijing,Shooting,Thanks,1,1
41,174,93,M,2016,Summer,Melbourne,Sailing,Thanks,1,3
35,171,87,M,2008,Summer,Beijing,Shooting,Thanks,1,2
35,174,83,F,2008,Summer,Beijing,Handball,Gold,1,1
21,181,62,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,6
24,171,59,F,1956,Summer,Seoul,Football,Thanks,1,1
33,171,74,M,2008,Summer,Rio de Janeiro,Water Polo,Thanks,1,2
33,166,85,M,1948,Summer,London,Shooting,Thanks,1,2
30,176,57,M,1968,Summer,Athina,Cycling,Thanks,1,1
26,166,64,M,2000,Summer,Sydney,Football,Thanks,1,1
24,179,60,M,2000,Summer,Mexico City,Handball,Thanks,1,1
31,163,46,M,1948,Summer,Albertville,Boxing,Thanks,1,1
25,182,85,M,1900,Summer,Stockholm,Handball,Thanks,1,2
27,185,87,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,1
45,179,72,M,1924,Summer,Seoul,Speed Skating,Thanks,1,2
21,180,68,M,1948,Summer,London,Athletics,Thanks,1,1
20,179,66,M,2012,Summer,Tokyo,Boxing,Thanks,1,1
31,158,36,M,1984,Summer,Sarajevo,Shooting,Thanks,1,1
22,174,79,M,2008,Summer,Beijing,Boxing,Thanks,1,1
31,176,64,F,1992,Winter,Innsbruck,Athletics,Thanks,1,1
25,190,64,M,1948,Summer,London,Athletics,Thanks,1,1
18,175,67,M,2008,Summer,Beijing,Cycling,Thanks,1,1
26,180,68,M,1996,Summer,Atlanta,Cycling,Thanks,1,1
27,181,78,M,2016,Summer,Rio de Janeiro,Alpine Skiing,Thanks,1,1
25,171,72,M,1956,Summer,Moskva,Hockey,Thanks,1,1
19,167,64,F,1956,Summer,Rio de Janeiro,Fencing,Thanks,1,3
26,182,83,M,2008,Summer,Beijing,Athletics,Thanks,1,1
37,166,60,M,1980,Summer,Rio de Janeiro,Athletics,Thanks,1,1
28,188,79,F,2012,Summer,Antwerpen,Equestrianism,Thanks,1,4
30,188,80,M,2004,Summer,Rio de Janeiro,Shooting,Thanks,1,3
29,166,64,M,2008,Summer,Montreal,Shooting,Thanks,1,2
27,172,68,F,1992,Summer,Beijing,Athletics,Thanks,1,1
27,179,70,M,1988,Summer,Rio de Janeiro,Athletics,Thanks,1,1
25,174,74,F,1988,Winter,Seoul,Athletics,Thanks,1,1
21,184,71,M,1980,Summer,Stockholm,Fencing,Thanks,1,1
29,167,64,M,1996,Summer,Tokyo,Badminton,Thanks,1,1
28,179,65,M,2016,Summer,Roma,Athletics,Thanks,1,2
35,174,80,M,1976,Summer,Rio de Janeiro,Football,Thanks,1,1
33,179,86,M,1976,Summer,Tokyo,Athletics,Thanks,1,3
25,169,58,M,1976,Summer,Tokyo,Athletics,Thanks,1,1
19,170,52,M,2008,Summer,Beijing,Athletics,Thanks,1,1
19,180,79,M,2012,Summer,Beijing,Football,Thanks,1,1
30,160,50,F,2012,Summer,Athina,Weightlifting,Thanks,1,1
30,181,78,M,2012,Summer,Beijing,Equestrianism,Thanks,1,1
24,176,67,M,1984,Summer,Los Angeles,Badminton,Thanks,1,1
34,182,72,F,2000,Summer,Rio de Janeiro,Sailing,Thanks,1,1
20,178,67,M,1956,Summer,Los Angeles,Boxing,Thanks,1,1
19,168,60,M,2016,Summer,Rio de Janeiro,Sailing,Thanks,1,1
31,179,60,F,1996,Summer,Rio de Janeiro,Sailing,Thanks,1,1
26,173,72,F,1996,Winter,Sydney,Football,Thanks,1,1
28,177,59,M,1928,Summer,Antwerpen,Athletics,Thanks,1,1
29,199,91,M,1952,Summer,Mexico City,Athletics,Thanks,1,1
19,189,101,M,1984,Summer,Roma,Football,Thanks,1,1
31,163,65,M,1968,Summer,Montreal,Shooting,Thanks,1,2
31,174,82,M,2012,Winter,Rio de Janeiro,Bobsleigh,Thanks,1,1
33,186,79,M,1924,Summer,London,Archery,Thanks,1,1
30,175,69,M,2012,Summer,Sochi,Swimming,Thanks,1,1
27,168,76,M,1996,Summer,Athina,Athletics,Thanks,1,1
25,170,75,M,1952,Summer,Roma,Wrestling,Thanks,1,1
28,180,74,M,1996,Summer,Atlanta,Cycling,Thanks,1,2
25,184,62,F,2016,Summer,Mexico City,Boxing,Thanks,1,1
27,186,92,M,1988,Summer,Cortina d'Ampezzo,Synchronized Swimming,Thanks,1,1
33,182,85,M,2016,Summer,Rio de Janeiro,Water Polo,Thanks,1,1
23,167,67,F,1980,Summer,Paris,Weightlifting,Thanks,1,1
38,178,78,M,1968,Summer,Roma,Shooting,Thanks,1,1
25,188,78,M,1928,Summer,Beijing,Boxing,Thanks,1,1
25,173,74,F,1956,Summer,Tokyo,Curling,Thanks,1,1
38,174,77,M,1976,Summer,Atlanta,Shooting,Thanks,1,2
21,179,58,M,1984,Summer,Mexico City,Athletics,Thanks,1,1
27,183,94,F,2004,Summer,Stockholm,Football,Thanks,1,1
19,183,74,M,2012,Summer,Rio de Janeiro,Athletics,Thanks,1,2
23,163,46,M,1984,Summer,Rio de Janeiro,Athletics,Thanks,1,1
23,172,66,M,2000,Summer,Barcelona,Weightlifting,Thanks,1,1
34,168,70,M,1920,Summer,Roma,Speed Skating,Thanks,1,2
21,190,82,M,2004,Summer,Roma,Football,Thanks,1,1
23,179,69,M,1996,Summer,Atlanta,Boxing,Thanks,1,1
28,178,82,M,2000,Summer,Beijing,Shooting,Thanks,1,1
30,172,51,M,1948,Summer,Sochi,Rowing,Thanks,1,1
28,172,66,M,2004,Summer,Antwerpen,Badminton,Thanks,1,1
34,183,81,M,1948,Summer,Montreal,Rowing,Thanks,1,1
30,192,68,M,2000,Summer,Tokyo,Cycling,Thanks,1,1
34,180,89,M,1976,Summer,Roma,Football,Gold,1,1
33,174,66,F,1996,Summer,Atlanta,Speed Skating,Thanks,1,2
18,188,80,M,1996,Summer,Beijing,Swimming,Thanks,1,1
34,167,60,F,2012,Summer,Barcelona,Weightlifting,Thanks,1,1
25,175,79,F,2008,Summer,Beijing,Diving,Thanks,1,1
24,170,57,F,1964,Summer,Tokyo,Sailing,Thanks,1,1
25,177,60,M,2008,Summer,Montreal,Boxing,Thanks,1,1
26,170,65,F,1996,Summer,Atlanta,Football,Thanks,1,1
28,168,73,M,1992,Summer,Tokyo,Football,Thanks,1,1
25,185,87,F,1956,Winter,Seoul,Athletics,Thanks,1,1
32,163,65,F,2000,Summer,Sapporo,Shooting,Thanks,1,3
34,180,96,M,2004,Summer,Amsterdam,Shooting,Thanks,1,5
30,191,81,F,2012,Winter,Atlanta,Handball,Thanks,1,1
33,174,75,M,1976,Winter,Sochi,Handball,Thanks,1,1
27,169,54,M,1952,Summer,London,Rowing,Thanks,1,1
21,163,60,M,1996,Summer,Mexico City,Athletics,Thanks,1,1
25,181,63,M,2016,Summer,Rio de Janeiro,Shooting,Thanks,1,1
27,179,69,M,2016,Summer,Rio de Janeiro,Archery,Thanks,1,1
40,175,64,M,2012,Summer,Seoul,Athletics,Thanks,1,2
39,198,99,M,2012,Summer,London,Cycling,Thanks,1,1
33,173,64,F,1976,Summer,Atlanta,Sailing,Silver,1,2
27,182,74,M,1996,Summer,Atlanta,Ice Hockey,Thanks,1,1
30,194,87,M,1996,Winter,Atlanta,Athletics,Thanks,1,1
29,199,83,M,2000,Summer,London,Canoeing,Thanks,1,3
21,181,78,M,2000,Summer,Sydney,Athletics,Thanks,1,1
32,177,52,F,1988,Summer,Rio de Janeiro,Art Competitions,Thanks,1,1
27,191,93,M,2010,Winter,Atlanta,Weightlifting,Thanks,1,1
34,191,95,M,2004,Winter,Roma,Alpine Skiing,Thanks,1,3
20,173,43,F,2012,Summer,London,Boxing,Thanks,1,1
29,173,81,M,2008,Summer,Beijing,Boxing,Thanks,1,4
32,174,56,M,1928,Summer,Seoul,Athletics,Thanks,1,1
22,171,64,M,1996,Summer,Atlanta,Football,Thanks,1,1
23,180,68,F,2010,Summer,Seoul,Athletics,Thanks,1,1
31,169,54,F,1998,Summer,Salt Lake City,Ski Jumping,Thanks,1,1
23,190,87,F,1996,Winter,Atlanta,Alpine Skiing,Thanks,1,3
30,183,94,M,2012,Summer,Atlanta,Equestrianism,Thanks,1,2
41,183,89,M,2004,Summer,Roma,Shooting,Thanks,1,1
20,168,68,M,1984,Summer,Rio de Janeiro,Shooting,Thanks,1,1
30,172,68,M,1976,Summer,Rio de Janeiro,Football,Thanks,1,1
36,177,63,M,1968,Summer,Mexico City,Boxing,Thanks,1,1
28,186,81,F,1996,Summer,Rio de Janeiro,Handball,Thanks,1,1
28,186,82,M,1968,Winter,Beijing,Athletics,Thanks,1,6
30,180,76,F,1968,Summer,Roma,Athletics,Thanks,1,1
25,170,63,M,2016,Summer,London,Weightlifting,Thanks,1,1
20,183,52,M,1968,Summer,Mexico City,Athletics,Thanks,1,1
9,188,54,M,1956,Summer,Squaw Valley,Athletics,Thanks,1,1
27,173,53,M,1988,Summer,Rio de Janeiro,Athletics,Thanks,1,1
29,195,102,M,1900,Summer,Beijing,Shooting,Thanks,1,1
36,188,70,F,2000,Summer,Roma,Boxing,Thanks,1,1
23,175,55,M,2016,Summer,Rio de Janeiro,Athletics,Thanks,1,1
27,169,74,M,1972,Summer,Athina,Curling,Thanks,1,1
36,189,94,M,2016,Summer,Roma,Synchronized Swimming,Thanks,1,2
28,185,74,F,1908,Summer,Beijing,Athletics,Thanks,1,1
37,187,81,F,1924,Summer,Roma,Canoeing,Thanks,1,1
13,179,81,M,1952,Summer,Beijing,Short Track Speed Skating,Thanks,1,1
32,181,79,M,2008,Summer,Beijing,Shooting,Thanks,1,4
27,160,50,F,1996,Summer,Albertville,Diving,Thanks,1,1
25,174,60,M,1988,Summer,Sydney,Athletics,Thanks,1,1
31,171,73,M,2016,Summer,Rio de Janeiro,Sailing,Thanks,1,1
34,186,86,M,2016,Summer,Rio de Janeiro,Water Polo,Thanks,1,1
28,183,77,M,2008,Summer,Beijing,Athletics,Thanks,1,2
30,174,54,M,1996,Summer,Cortina d'Ampezzo,Athletics,Thanks,1,2
27,190,72,M,1972,Summer,Beijing,Athletics,Thanks,1,1
32,169,60,M,2000,Summer,Seoul,Shooting,Thanks,1,1
17,173,58,M,2016,Summer,Squaw Valley,Weightlifting,Thanks,1,1
31,186,73,M,2012,Summer,London,Cycling,Thanks,1,1
28,173,58,M,1988,Summer,London,Athletics,Thanks,1,1
26,171,53,F,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,2
31,183,94,M,1988,Summer,Montreal,Rowing,Thanks,1,1
24,188,91,M,2004,Winter,Roma,Athletics,Thanks,1,5
28,176,61,F,1968,Summer,Beijing,Boxing,Thanks,1,1
29,175,65,M,1968,Summer,Tokyo,Athletics,Thanks,1,1
25,187,91,M,2004,Summer,Atlanta,Athletics,Thanks,1,1
25,171,75,M,2012,Summer,London,Football,Thanks,1,1
26,177,77,M,2016,Summer,Rio de Janeiro,Football,Thanks,1,1
33,168,91,M,1980,Summer,Cortina d'Ampezzo,Shooting,Bronze,1,1
28,175,54,M,1948,Summer,Athina,Athletics,Thanks,1,2
26,182,84,M,2012,Summer,Garmisch-Partenkirchen,Luge,Thanks,1,1
21,189,59,F,2000,Summer,Mexico City,Athletics,Thanks,1,1
26,177,70,M,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,2
20,187,83,M,2004,Summer,London,Handball,Thanks,1,1
31,175,56,M,2000,Summer,Sydney,Football,Thanks,1,1
28,162,73,M,1992,Summer,Rio de Janeiro,Alpine Skiing,Thanks,1,3
26,184,74,F,2008,Summer,Rio de Janeiro,Sailing,Thanks,1,2
33,171,62,M,2012,Summer,Tokyo,Shooting,Thanks,1,1
26,181,69,M,1952,Summer,Atlanta,Sailing,Thanks,1,1
30,174,59,F,2006,Summer,London,Swimming,Thanks,1,1
29,192,82,M,2000,Summer,Calgary,Athletics,Thanks,1,1
31,164,79,M,2000,Summer,Sydney,Football,Thanks,1,4
22,151,47,M,1924,Summer,Paris,Athletics,Thanks,1,1
31,187,93,M,1952,Summer,London,Wrestling,Thanks,1,1
25,176,78,M,2000,Summer,Rio de Janeiro,Swimming,Thanks,1,3
31,173,77,F,1960,Summer,Melbourne,Figure Skating,Thanks,1,3
22,179,75,M,1980,Summer,Rio de Janeiro,Athletics,Thanks,1,3
23,174,76,F,1964,Summer,Roma,Football,Thanks,1,1
41,165,77,M,2006,Summer,Grenoble,Water Polo,Thanks,1,1
34,172,69,F,2004,Winter,Antwerpen,Sailing,Thanks,1,1
29,176,75,F,1994,Summer,London,Athletics,Thanks,1,1
25,172,71,F,2016,Summer,London,Football,Thanks,1,1
31,184,95,F,1994,Winter,Beijing,Cross Country Skiing,Thanks,1,3
24,177,76,M,1992,Summer,Beijing,Athletics,Thanks,1,2
32,179,88,F,2008,Summer,Beijing,Gymnastics,Thanks,1,1
34,162,60,F,2002,Summer,Rio de Janeiro,Football,Thanks,1,1
18,176,67,M,1980,Summer,Munich,Athletics,Thanks,1,1
23,188,91,M,2002,Summer,Atlanta,Swimming,Thanks,1,3
25,166,64,M,1998,Summer,Sarajevo,Bobsleigh,Thanks,1,1
29,170,66,M,1972,Summer,Sochi,Swimming,Thanks,1,1
29,173,75,M,1980,Summer,Moskva,Figure Skating,Thanks,1,2
24,183,81,M,1896,Summer,Los Angeles,Wrestling,Thanks,1,1
24,169,51,M,1996,Summer,Calgary,Athletics,Thanks,1,1
26,169,56,M,1924,Summer,Sarajevo,Athletics,Thanks,1,2
29,187,73,M,2000,Summer,Sarajevo,Athletics,Thanks,1,1
30,170,72,M,1976,Summer,Sarajevo,Athletics,Thanks,1,1
35,173,72,M,1984,Summer,Beijing,Sailing,Silver,1,1
21,185,81,M,1932,Summer,Mexico City,Athletics,Thanks,1,1
24,187,84,M,1972,Summer,Munich,Athletics,Thanks,1,1
20,170,70,M,2012,Winter,London,Athletics,Thanks,1,2
24,181,84,M,1960,Summer,Beijing,Archery,Thanks,1,2
30,190,74,F,2000,Winter,Beijing,Boxing,Thanks,1,2
23,178,66,M,2002,Summer,Sapporo,Cross Country Skiing,Thanks,1,1
26,167,81,M,1988,Summer,Munich,Athletics,Thanks,1,3
27,183,72,M,2000,Summer,Sydney,Athletics,Thanks,1,3
21,165,90,M,1994,Summer,Tokyo,Football,Thanks,1,1
24,200,84,M,1960,Summer,Athina,Athletics,Thanks,1,1
16,173,71,M,1996,Summer,Atlanta,Football,Thanks,1,1
28,172,75,M,2000,Summer,Berlin,Synchronized Swimming,Thanks,1,1
20,185,83,M,1996,Winter,Atlanta,Handball,Thanks,1,2
22,173,82,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,3
24,175,71,M,1908,Summer,Los Angeles,Badminton,Thanks,1,1
22,181,80,F,1896,Winter,Atlanta,Diving,Thanks,1,1
29,172,78,F,1964,Summer,Los Angeles,Judo,Gold,1,1
29,181,73,M,1932,Summer,Los Angeles,Wrestling,Thanks,1,1
33,181,95,M,1960,Summer,Athina,Swimming,Thanks,1,1
34,181,82,M,1960,Summer,Munich,Wrestling,Thanks,1,3
29,187,89,M,1972,Summer,Moskva,Judo,Thanks,1,1
27,169,71,M,1960,Summer,Atlanta,Shooting,Thanks,1,1
24,178,72,M,2000,Summer,Lillehammer,Hockey,Thanks,1,1
24,159,51,M,2016,Summer,Rio de Janeiro,Hockey,Thanks,1,1
21,164,70,F,1964,Summer,Beijing,Swimming,Thanks,1,1
28,173,78,M,2012,Summer,London,Football,Silver,1,1
27,172,75,M,1992,Summer,Barcelona,Swimming,Thanks,1,1
29,182,69,M,2004,Winter,Athina,Athletics,Thanks,1,1
27,179,100,M,1960,Summer,Beijing,Figure Skating,Thanks,1,1
33,187,104,M,2002,Summer,Melbourne,Wrestling,Thanks,1,1
27,172,77,F,2000,Summer,Sydney,Wrestling,Thanks,1,1
27,171,72,M,2000,Summer,Los Angeles,Wrestling,Thanks,1,2
32,172,79,M,1960,Summer,Los Angeles,Hockey,Thanks,1,1
27,174,83,F,1996,Summer,Atlanta,Rowing,Thanks,1,1
28,188,71,F,1960,Summer,London,Boxing,Thanks,1,1
28,190,70,M,2002,Summer,Rio de Janeiro,Boxing,Thanks,1,1
14,155,52,F,1996,Summer,Atlanta,Basketball,Thanks,1,1
30,184,65,M,2004,Summer,Antwerpen,Athletics,Thanks,1,1
20,167,57,M,1964,Summer,Sochi,Swimming,Thanks,1,1
32,181,67,M,1972,Summer,Athina,Athletics,Thanks,1,1
23,174,63,F,1972,Summer,Barcelona,Golf,Thanks,1,1
28,184,74,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,2
34,183,74,M,1988,Summer,Rio de Janeiro,Athletics,Thanks,1,3
28,171,73,F,2000,Summer,London,Figure Skating,Thanks,1,1
21,164,44,M,2008,Summer,Beijing,Football,Thanks,1,1
20,170,59,F,1932,Summer,Atlanta,Volleyball,Thanks,1,2
26,175,62,M,1988,Summer,Helsinki,Athletics,Thanks,1,3
31,180,72,F,2000,Winter,Sydney,Athletics,Thanks,1,1
15,174,63,M,2014,Winter,Sydney,Weightlifting,Bronze,1,1
27,184,91,F,2000,Winter,London,Canoeing,Thanks,1,1
28,177,101,M,1992,Summer,Beijing,Archery,Thanks,1,2
29,178,65,M,2000,Summer,Sarajevo,Rowing,Thanks,1,1
29,179,68,M,1964,Summer,Mexico City,Sailing,Thanks,1,2
29,174,54,M,1960,Summer,Roma,Athletics,Thanks,1,1
22,165,55,M,2008,Summer,Beijing,Swimming,Thanks,1,1
20,176,77,M,2004,Summer,Innsbruck,Football,Thanks,1,1
28,184,86,M,1976,Summer,Atlanta,Football,Thanks,1,1
27,176,72,M,2004,Winter,Sarajevo,Cycling,Thanks,1,4
18,173,65,M,1948,Summer,London,Athletics,Gold,1,1
26,171,47,M,2008,Summer,Beijing,Swimming,Thanks,1,1
24,169,73,M,1972,Summer,Athina,Rowing,Thanks,1,1
26,175,72,F,1996,Summer,Atlanta,Athletics,Thanks,1,1
32,188,78,M,2004,Summer,Rio de Janeiro,Luge,Thanks,1,3
32,173,89,F,1960,Summer,Atlanta,Ice Hockey,Thanks,1,2
31,165,95,M,1994,Summer,Beijing,Volleyball,Bronze,1,1
17,159,58,M,1984,Summer,Rio de Janeiro,Athletics,Thanks,1,3
22,188,82,M,1960,Summer,Rio de Janeiro,Athletics,Thanks,1,3
22,182,66,M,2000,Summer,Rio de Janeiro,Cycling,Thanks,1,1
24,174,67,F,2000,Winter,Sydney,Athletics,Thanks,1,1
32,186,71,M,1948,Summer,London,Boxing,Thanks,1,2
27,178,74,M,1952,Summer,Helsinki,Athletics,Thanks,1,1
14,189,70,M,1980,Summer,Los Angeles,Athletics,Thanks,1,1
27,171,70,F,1994,Winter,Sapporo,Athletics,Thanks,1,1
26,183,68,F,1960,Summer,Beijing,Athletics,Thanks,1,1
33,177,88,M,2008,Summer,Beijing,Hockey,Thanks,1,1
17,173,51,F,2016,Summer,Innsbruck,Athletics,Thanks,1,1
30,169,83,M,1964,Summer,Beijing,Wrestling,Thanks,1,1
29,172,63,M,2000,Summer,Rio de Janeiro,Athletics,Thanks,1,1
25,188,77,M,1960,Summer,Beijing,Athletics,Thanks,1,1
25,171,78,M,1960,Summer,London,Ice Hockey,Thanks,1,1
27,168,69,M,1992,Summer,Sydney,Synchronized Swimming,Silver,1,2
30,168,61,F,1976,Summer,Antwerpen,Sailing,Silver,1,1
30,163,70,F,1964,Summer,Seoul,Athletics,Thanks,1,2
18,171,48,M,1996,Summer,Rio de Janeiro,Athletics,Thanks,1,1
23,190,86,M,1896,Winter,Beijing,Athletics,Thanks,1,3
23,179,55,M,1968,Summer,Atlanta,Athletics,Thanks,1,2
28,189,81,M,1960,Summer,Beijing,Cycling,Thanks,1,1
25,166,82,M,1960,Summer,Roma,Football,Thanks,1,1
25,188,75,M,2000,Summer,Seoul,Cycling,Thanks,1,1
25,185,66,M,1924,Winter,Sochi,Ice Hockey,Thanks,1,1
21,177,76,M,1960,Summer,Los Angeles,Athletics,Thanks,1,1
22,171,70,M,1960,Summer,Beijing,Fencing,Thanks,1,1
32,190,85,F,1896,Summer,Antwerpen,Athletics,Thanks,1,3
30,175,76,M,1964,Summer,Mexico City,Nordic Combined,Thanks,1,1
31,157,73,F,1964,Summer,Sydney,Shooting,Thanks,1,3
24,187,89,M,1980,Summer,Beijing,Swimming,Thanks,1,1
32,173,75,M,1996,Summer,Helsinki,Athletics,Thanks,1,3
27,170,61,M,2006,Summer,London,Athletics,Thanks,1,1
31,177,65,M,2000,Summer,Los Angeles,Football,Thanks,1,1
26,162,62,M,1994,Summer,Atlanta,Handball,Thanks,1,1
28,175,82,M,2000,Summer,Sydney,Swimming,Thanks,1,5
28,170,61,F,1964,Winter,Albertville,Golf,Bronze,1,1
29,170,69,M,1964,Summer,Tokyo,Athletics,Thanks,1,2
29,169,62,F,1924,Summer,Munich,Athletics,Thanks,1,1
23,169,61,M,1960,Summer,Sochi,Swimming,Thanks,1,1
30,171,87,F,2012,Summer,Beijing,Alpine Skiing,Thanks,1,1
29,186,87,M,2008,Winter,Beijing,Athletics,Thanks,1,2
26,170,60,M,1996,Summer,Athina,Athletics,Thanks,1,2
21,175,62,F,1960,Summer,Sochi,Ice Hockey,Thanks,1,1
29,182,81,M,1960,Summer,Beijing,Wrestling,Thanks,1,1
24,179,73,M,1988,Summer,Rio de Janeiro,Badminton,Thanks,1,2
36,161,65,F,2008,Summer,Albertville,Sailing,Thanks,1,1
32,164,83,M,2000,Summer,Antwerpen,Water Polo,Thanks,1,2
22,171,58,M,1996,Winter,Berlin,Athletics,Thanks,1,6
26,182,71,F,1996,Summer,Atlanta,Sailing,Thanks,1,2
28,182,88,M,1964,Summer,Moskva,Shooting,Thanks,1,2
25,174,61,M,1988,Summer,London,Athletics,Thanks,1,2
26,175,71,M,1992,Summer,Beijing,Cycling,Thanks,1,2
19,165,65,M,1988,Summer,Rio de Janeiro,Water Polo,Thanks,1,2
20,165,65,F,1980,Summer,Montreal,Athletics,Thanks,1,1
21,177,82,M,1956,Summer,Innsbruck,Equestrianism,Thanks,1,3
32,173,73,M,1976,Summer,Moskva,Football,Thanks,1,1
29,174,70,F,2016,Summer,Rio de Janeiro,Boxing,Thanks,1,1
22,181,66,M,1964,Summer,Beijing,Boxing,Thanks,1,1
28,166,87,M,1960,Summer,Beijing,Wrestling,Thanks,1,1
23,169,77,M,1992,Summer,Los Angeles,Cycling,Thanks,1,2
35,171,72,F,1994,Summer,Melbourne,Athletics,Thanks,1,2
21,170,54,M,1968,Winter,Innsbruck,Athletics,Thanks,1,1
29,188,84,M,1932,Summer,Beijing,Gymnastics,Thanks,1,1
25,194,93,M,1896,Summer,Atlanta,Judo,Thanks,1,2
24,185,73,M,2012,Summer,London,Bobsleigh,Thanks,1,1
21,187,85,M,2016,Summer,Moskva,Boxing,Thanks,1,1
28,185,75,M,1992,Summer,Melbourne,Judo,Thanks,1,1
23,175,71,M,1996,Summer,Athina,Figure Skating,Thanks,1,1
28,181,69,F,2004,Summer,Seoul,Rowing,Thanks,1,1
32,179,85,M,1952,Summer,Beijing,Sailing,Thanks,1,1
31,189,83,M,2004,Summer,Los Angeles,Athletics,Thanks,1,1
26,179,70,M,2000,Summer,Sochi,Swimming,Thanks,1,1
22,184,77,M,1994,Summer,Amsterdam,Athletics,Gold,1,1
29,180,75,M,1960,Summer,Antwerpen,Swimming,Thanks,1,2
28,185,76,M,2000,Summer,Nagano,Wrestling,Thanks,1,1
30,176,74,M,1964,Summer,Grenoble,Figure Skating,Thanks,1,1
30,187,70,M,2000,Summer,Roma,Athletics,Thanks,1,2
21,185,55,M,2000,Summer,Los Angeles,Athletics,Thanks,1,2
21,186,75,M,2016,Winter,Innsbruck,Athletics,Thanks,1,1
20,170,75,F,1964,Summer,Rio de Janeiro,Swimming,Thanks,1,1
19,160,56,M,2016,Summer,Rio de Janeiro,Swimming,Thanks,1,1
29,162,70,F,1964,Winter,Seoul,Athletics,Gold,1,2
19,181,73,M,1996,Winter,Atlanta,Freestyle Skiing,Thanks,1,1
22,173,53,M,1988,Winter,London,Athletics,Thanks,1,1
32,178,94,M,1972,Summer,Munich,Shooting,Thanks,1,3
26,160,70,M,2016,Summer,Athina,Weightlifting,Thanks,1,1
20,185,77,M,1952,Summer,London,Athletics,Thanks,1,1
